runtime,1 card in a Pack,6 cards in a Pack
9427,2213,4140
9428,2352,4182
9429,2699,2346
9430,1947,2070
9431,2054,3144
9432,2262,3306
9433,2858,3132
9434,3117,2838
9435,3338,2490
9436,2993,2586
9437,2722,3540
9438,2345,2100
9439,2565,2538
9440,2756,2286
9441,2154,2208
9442,3424,2580
9443,3146,2472
9444,2794,2430
9445,2472,2760
9446,3560,2076
9447,2423,2874
9448,2497,1932
9449,2153,2190
9450,2350,2514
9451,2095,2634
9452,2695,2208
9453,2811,2136
9454,2050,1920
9455,2432,2496
9456,2325,2634
9457,1915,2070
9458,2399,2178
9459,2279,2970
9460,2355,3102
9461,2421,2820
9462,2335,2322
9463,2855,2844
9464,2742,4626
9465,3980,2922
9466,2319,2112
9467,2164,2178
9468,2914,2754
9469,2246,2358
9470,2656,3234
9471,3596,1938
9472,2542,2700
9473,2354,2250
9474,2784,2004
9475,2109,2652
9476,1910,2646
9477,3329,3192
9478,4210,2988
9479,2598,1878
9480,2173,2886
9481,2614,2814
9482,3217,2700
9483,2156,1992
9484,1943,2526
9485,1959,2490
9486,2608,2040
9487,2082,3444
9488,3175,2220
9489,2307,3270
9490,2045,3258
9491,3292,2574
9492,2208,3192
9493,2714,1878
9494,2332,2058
9495,3836,2526
9496,2522,2808
9497,2091,2544
9498,2924,2652
9499,2214,3390
9500,1834,2520
9501,2398,3306
9502,3301,1728
9503,2350,2142
9504,2477,2148
9505,2747,2316
9506,2258,2184
9507,2090,2334
9508,3161,2094
9509,3120,1860
9510,3077,2694
9511,2567,2088
9512,2818,2352
9513,2773,2712
9514,2509,2892
9515,3989,2670
9516,2455,2256
9517,3575,2142
9518,2139,3396
9519,2603,2196
9520,2802,3216
9521,3324,2490
9522,3226,2052
9523,1880,4122
9524,2337,2886
9525,1657,3210
9526,2633,2310
9527,2528,3138
9528,2217,3072
9529,3886,1974
9530,3468,2304
9531,2745,2832
9532,1977,2286
9533,2240,4656
9534,4634,2670
9535,2216,1794
9536,4304,1968
9537,2970,2160
9538,2877,2094
9539,2521,3318
9540,2488,2292
9541,2313,2118
9542,2878,2394
9543,2246,2400
9544,3049,2358
9545,3356,2244
9546,2547,2412
9547,3166,2076
9548,2778,2382
9549,3423,2010
9550,2375,2316
9551,2061,2676
9552,2552,3936
9553,2342,3216
9554,1679,2496
9555,2687,1932
9556,2529,3150
9557,3748,2460
9558,2556,2820
9559,4056,2772
9560,2242,3354
9561,2178,2190
9562,3175,2352
9563,2563,2322
9564,3100,2742
9565,2765,3042
9566,3317,2418
9567,4370,2688
9568,2456,4110
9569,2066,2190
9570,2221,2052
9571,2161,2850
9572,3200,3258
9573,2674,2490
9574,2095,2808
9575,2683,2724
9576,2473,3498
9577,2123,3024
9578,2721,3138
9579,2581,2928
9580,2586,2544
9581,2666,2478
9582,2369,2142
9583,1993,2748
9584,3214,3102
9585,3048,2934
9586,2528,2118
9587,2389,3588
9588,2126,2430
9589,2162,2736
9590,3289,3954
9591,2927,1722
9592,2194,3822
9593,2506,2712
9594,2511,2028
9595,3088,2004
9596,2064,2466
9597,2626,1878
9598,2738,2280
9599,2700,2076
9600,2274,2424
9601,2557,2178
9602,2324,2478
9603,2623,2598
9604,2500,2460
9605,2496,1914
9606,2521,2670
9607,2735,2262
9608,2887,2196
9609,2357,2274
9610,2734,2334
9611,3005,2262
9612,2350,3552
9613,2910,3036
9614,4208,2868
9615,2085,2568
9616,2274,1884
9617,2669,3516
9618,3126,3774
9619,2724,2064
9620,2598,3426
9621,2332,2832
9622,2675,3192
9623,2075,1842
9624,2495,2622
9625,2884,2274
9626,3859,4632
9627,2495,2622
9628,3805,2388
9629,2543,2616
9630,1971,2934
9631,3100,2262
9632,2773,1818
9633,2073,2220
9634,3088,2136
9635,2086,2004
9636,3463,1830
9637,2213,2490
9638,2614,2232
9639,2696,3072
9640,3257,2148
9641,2281,2190
9642,2579,2466
9643,1999,2286
9644,2916,2460
9645,2412,2352
9646,3594,2862
9647,2561,2208
9648,2474,2166
9649,2966,2892
9650,2117,2670
9651,3512,1752
9652,3783,2718
9653,2361,2196
9654,2922,2724
9655,2853,2868
9656,2095,3348
9657,1943,2562
9658,2826,2286
9659,2576,3420
9660,2828,3312
9661,2201,3246
9662,2021,2970
9663,2351,2658
9664,2708,2904
9665,2464,2832
9666,2118,2712
9667,2148,2928
9668,3284,3342
9669,2513,2526
9670,2317,2742
9671,2942,3126
9672,4064,2502
9673,2294,2262
9674,2413,2772
9675,2783,2016
9676,2931,1782
9677,2994,2274
9678,2394,2082
9679,3230,3138
9680,2855,2964
9681,2829,2988
9682,2076,2982
9683,3196,2142
9684,2292,2880
9685,3508,2124
9686,3373,3684
9687,2405,3066
9688,2273,2670
9689,2402,2286
9690,2614,2184
9691,2433,2412
9692,2087,2742
9693,1973,3018
9694,3415,1626
9695,2599,2436
9696,3202,2598
9697,2651,2496
9698,2674,2220
9699,2339,2700
9700,2112,2322
9701,3158,3276
9702,2016,3048
9703,2939,1800
9704,2260,2994
9705,2714,1704
9706,3254,2208
9707,3013,2616
9708,2209,1872
9709,2983,2718
9710,2574,3432
9711,2669,4176
9712,2048,2190
9713,2795,2094
9714,2231,2202
9715,2020,2484
9716,2846,2856
9717,2380,2874
9718,1951,3120
9719,2589,2826
9720,3292,2040
9721,2593,2100
9722,3148,2112
9723,2025,2064
9724,3878,3150
9725,2600,2022
9726,2124,1974
9727,2402,2100
9728,3000,2514
9729,2164,2538
9730,4417,2694
9731,3460,2424
9732,3083,2640
9733,3312,3060
9734,2171,2028
9735,2454,2982
9736,2133,2718
9737,1755,2634
9738,1812,2490
9739,2481,2346
9740,2128,2682
9741,2154,2760
9742,2279,2232
9743,2579,2052
9744,3281,2934
9745,3812,2490
9746,1654,2586
9747,2614,2148
9748,3466,2442
9749,2760,2964
9750,2308,2376
9751,2855,2736
9752,2751,2628
9753,2890,3126
9754,3652,1944
9755,3093,2604
9756,3921,2748
9757,2464,2034
9758,2207,2478
9759,2121,1914
9760,2142,2436
9761,2996,2580
9762,2756,2274
9763,2244,1878
9764,2238,2622
9765,1947,2820
9766,3120,2664
9767,2788,3192
9768,2752,2112
9769,2732,2010
9770,3112,3192
9771,2388,1974
9772,2357,2478
9773,2679,2352
9774,2907,2118
9775,2396,2670
9776,1914,2448
9777,1988,2670
9778,2764,2262
9779,2484,3018
9780,2429,3180
9781,3049,2334
9782,2494,2922
9783,2896,2658
9784,2411,2982
9785,2671,2940
9786,3538,2124
9787,2033,3828
9788,2850,3666
9789,3745,3042
9790,3074,2316
9791,2238,2322
9792,3506,2652
9793,2311,3096
9794,3310,2274
9795,2821,2172
9796,2189,3156
9797,2572,3090
9798,2882,2358
9799,2305,4458
9800,2967,2184
9801,2310,2034
9802,3565,2190
9803,2707,2088
9804,2477,3078
9805,2310,1890
9806,3438,3108
9807,3911,2412
9808,2197,2730
9809,2783,2442
9810,3432,3198
9811,3975,2352
9812,1924,2640
9813,2404,2172
9814,3218,2352
9815,2807,2124
9816,2807,2082
9817,2023,2220
9818,3310,2172
9819,2078,2874
9820,2437,2652
9821,2346,2070
9822,1935,2544
9823,3188,3456
9824,2483,2484
9825,2354,2946
9826,2217,2286
9827,2200,3480
9828,3332,2676
9829,2564,2136
9830,2869,2508
9831,3082,2388
9832,2300,2544
9833,2336,2646
9834,3261,2454
9835,2394,2604
9836,2389,2016
9837,2557,2256
9838,4246,1944
9839,2720,2544
9840,2614,2244
9841,2225,2496
9842,2006,1698
9843,3108,2388
9844,2255,2574
9845,3057,3114
9846,3545,3306
9847,2064,2118
9848,1910,2286
9849,2969,2322
9850,2891,2244
9851,2456,2160
9852,2740,3438
9853,2513,2406
9854,2347,3444
9855,2800,2496
9856,2346,2616
9857,2922,2886
9858,2060,1902
9859,2908,2844
9860,2193,2922
9861,2442,2430
9862,2203,2592
9863,2206,2076
9864,2804,2244
9865,2482,2256
9866,1874,2670
9867,2391,3372
9868,2562,2376
9869,2902,2502
9870,2834,3234
9871,2512,2286
9872,4129,3942
9873,3872,3282
9874,2269,3072
9875,2673,2472
9876,2871,2406
9877,2836,2238
9878,2565,2946
9879,2480,2742
9880,2062,3114
9881,2580,2574
9882,2915,1974
9883,2143,2652
9884,3224,2472
9885,2766,2220
9886,2089,2208
9887,2507,2136
9888,2054,2244
9889,3532,3138
9890,2391,2346
9891,2378,2628
9892,2832,3234
9893,2706,2994
9894,2451,2070
9895,2888,2364
9896,2709,2676
9897,2691,2412
9898,3178,2070
9899,2953,2118
9900,2571,2922
9901,1889,2580
9902,2168,1704
9903,2353,1968
9904,2561,2868
9905,3470,3492
9906,2306,2382
9907,2514,2622
9908,2457,2202
9909,3338,2970
9910,2663,2640
9911,1814,2730
9912,3471,3450
9913,3004,3000
9914,2920,2052
9915,2742,2652
9916,2588,2220
9917,2172,3498
9918,2757,2394
9919,2903,1800
9920,2257,3204
9921,2986,1932
9922,3182,2814
9923,2389,3198
9924,2515,2292
9925,3225,2892
9926,2610,2430
9927,3536,2826
9928,1952,2928
9929,2463,2718
9930,2691,2532
9931,2274,2178
9932,2182,3450
9933,2550,2886
9934,1931,4242
9935,2137,1944
9936,2772,2358
9937,2374,2478
9938,2213,2838
9939,4463,2220
9940,2436,2910
9941,3816,2538
9942,2235,2544
9943,2227,2274
9944,2188,2334
9945,2470,2916
9946,2135,2712
9947,2154,2658
9948,1880,2334
9949,2482,2736
9950,2284,1938
9951,2568,2388
9952,2912,2550
9953,2049,3954
9954,2342,2844
9955,2216,2352
9956,2618,2670
9957,2369,2250
9958,2370,2190
9959,2676,2958
9960,3734,2178
9961,2292,2880
9962,2052,3102
9963,2662,3282
9964,2561,3138
9965,2638,2958
9966,3487,2448
9967,2563,2952
9968,2442,2982
9969,2815,2982
9970,2491,2448
9971,2258,2064
9972,2458,2034
9973,3160,3282
9974,2983,2106
9975,2612,2340
9976,2906,2154
9977,2081,2298
9978,2753,2478
9979,2667,2490
9980,3200,2700
9981,2528,2550
9982,2889,3036
9983,2580,2082
9984,2381,3672
9985,3252,2352
9986,2522,2430
9987,2932,2490
9988,3332,2748
9989,3154,2820
9990,2557,2226
9991,2132,2754
9992,2666,1908
9993,2638,2688
9994,2410,1938
9995,2317,2424
9996,2835,2184
9997,2325,2100
9998,2854,2382
9999,2659,2238
10000,2546,2436
